Product_Id,Fixed_Unit_Price,Category_Id,Launch_Date
1554,26450.0,2013,2020-07-01
1555,1795.0,2005,2020-07-01
1555,1795.0,2048,2020-07-01
1556,2170.0,2005,2020-07-01
1556,2170.0,2048,2020-07-01
1557,9660.0,2026,2020-07-01
1558,204.0,2026,2020-07-01
1559,1785.0,2003,2020-07-01
1560,4928.0,2004,2020-07-01
1561,5075.84,2049,2020-07-01
1561,5075.84,2004,2020-07-01
1562,6000.0,2016,2020-07-01
1563,4144.0,2011,2020-07-01
1564,4000.0,2011,2020-07-01
1565,4496.0,2011,2020-07-01
1566,4640.0,2018,2020-07-01
1567,3607.5,2011,2020-07-01
1568,4144.0,2011,2020-07-01
